Item_Identifier,Item_Outlet_Sales,Outlet_Identifier
FDS25,1811.17439616,OUT049
FDI10,3121.57460176,OUT018
FDU35,1509.7849023,OUT035
FDI04,3131.88964599,OUT017
DRK23,4332.0142811,OUT035
FDB53,352.233884789,OUT019
FDY02,4036.35190703,OUT049
FDM60,657.665699871,OUT035
NCJ31,581.656590527,OUT010
DRP35,2101.36882863,OUT017
NCQ30,1814.22877076,OUT018
DRL11,357.490889791,OUT010
FDU01,2831.75368449,OUT013
FDR39,3272.42405479,OUT035
FDO08,2372.26167306,OUT046
FDC02,4363.41358933,OUT045
NCZ29,1994.83746065,OUT035
FDF29,279.455451776,OUT010
FDZ23,2973.75634378,OUT017
NCU53,2304.88458691,OUT018
NCW30,4053.60849727,OUT013
NCM26,4115.13541595,OUT027
FDV50,3165.3959495,OUT027
FDW15,2602.24620718,OUT049
FDI35,5262.3027035,OUT027
FDO11,4033.16580554,OUT017
FDN48,1457.22628799,OUT046
NCA17,2467.35869083,OUT049
NCN54,1433.77663918,OUT013
FDP22,748.025002835,OUT013
NCB54,1992.97075086,OUT035
FDD08,589.481832386,OUT045
DRM48,104.187824192,OUT010
FDG41,3145.36450631,OUT027
FDE44,1289.40732865,OUT027
FDE26,2335.90294915,OUT035
NCS38,1917.6659548,OUT013
NCJ54,3389.96321908,OUT018
FDI40,228.255369853,OUT019
FDN45,3371.10973207,OUT018
FDU43,4216.76813352,OUT046
FDI04,492.914580454,OUT010
NCC07,1447.51952454,OUT018
NCC07,228.396886679,OUT019
NCD18,3785.81371626,OUT045
FDU55,4357.4637219,OUT035
FDX59,586.861822426,OUT035
FDR52,2995.51094663,OUT049
NCP17,1138.98591178,OUT013
FDQ32,1881.34668314,OUT045
NCT17,3312.87056974,OUT049
FDO10,825.328738077,OUT049
FDE32,595.613422552,OUT049
FDN44,2918.40934595,OUT045
FDH02,1419.36206434,OUT035
FDK60,1492.44727474,OUT013
FDS24,216.311537536,OUT019
FDL03,576.367134516,OUT010
FDB46,5483.66862637,OUT027
FDO48,3876.01551082,OUT049
FDZ39,1669.44752294,OUT049
FDT02,1263.63277573,OUT027
FDC50,1552.0061595,OUT013
FDP39,734.833621806,OUT035
DRG15,850.004859889,OUT018
FDP10,1447.33826371,OUT018
FDF53,5227.39379823,OUT027
FDN34,2974.96201425,OUT045
FDK02,1877.1493659,OUT045
FDC23,3141.27712995,OUT045
FDJ10,282.056347801,OUT019
FDE53,1650.20046562,OUT035
FDR25,4045.16906968,OUT035
FDW50,2628.23292264,OUT046
FDS09,739.452240426,OUT049
FDW49,425.987572747,OUT010
FDU51,3157.05539879,OUT046
FDF28,1817.87202123,OUT018
NCY30,2803.37691565,OUT018
FDD44,4055.4922642,OUT045
FDX09,2813.06203594,OUT017
NCF30,2104.24715411,OUT013
FDZ50,481.418134007,OUT019
FDW37,1324.38433864,OUT013
FDD11,4335.27113975,OUT049
DRH39,1127.33284274,OUT018
FDA36,2864.56015906,OUT049
NCG43,1274.76088628,OUT049
FDF02,1595.10888161,OUT035
FDP57,2618.49909759,OUT027
NCE42,3935.86559682,OUT017
NCR38,6149.90996653,OUT027
FDP03,281.185906665,OUT019
FDO51,659.982079303,OUT035
NCQ42,2011.72676654,OUT046
NCM41,1319.27586688,OUT046
FDH48,2510.7284714,OUT027
DRF60,4218.7952336,OUT046
FDJ27,1806.63089727,OUT035
FDQ14,2324.49222673,OUT013
FDN27,1929.67284624,OUT017
NCQ02,2853.30283096,OUT046
FDJ33,2107.34612583,OUT049
FDP07,5457.32711479,OUT027
DRE01,3566.81752422,OUT049
FDU36,1572.75638393,OUT045
FDL28,3789.74283959,OUT017
NCX53,2261.81208318,OUT046
FDZ39,1670.33607781,OUT013
NCP42,2838.8824149,OUT013
FDJ14,1399.57318429,OUT035
FDK04,824.641761964,OUT049
NCC19,3304.89397468,OUT017
FDS09,739.503977178,OUT018
FDZ02,1648.96803817,OUT046
FDD35,1826.19994502,OUT018
NCY42,2586.92900179,OUT017
FDB05,3778.76043528,OUT045
FDF20,3115.89726182,OUT035
NCO41,1417.52009343,OUT018
FDC40,2370.29173597,OUT027
FDV58,3093.85312233,OUT045
FDZ57,1890.48714774,OUT045
DRM35,3177.20859276,OUT046
DRN36,1403.18933441,OUT018
FDQ13,1427.83961679,OUT046
DRO35,277.181635723,OUT010
NCD43,1671.73962146,OUT035
FDA51,1781.61554797,OUT018
NCX17,6149.77193526,OUT027
NCZ17,666.550950923,OUT049
FDR11,4148.05328011,OUT027
FDW34,3932.70097366,OUT049
FDN50,1335.59326612,OUT017
FDS09,737.44551328,OUT046
FDS48,2292.66968373,OUT018
FDL44,2501.72154608,OUT049
DRF48,2931.49891353,OUT018
FDA14,2289.37972625,OUT018
NCD30,1637.03433343,OUT049
FDI16,734.306601532,OUT017
NCG06,4066.46662126,OUT035
DRZ24,2096.27078911,OUT035
NCS17,1768.50044492,OUT045
FDB37,3967.39084439,OUT045
FDE10,2104.8684958,OUT035
FDC57,2962.59994533,OUT045
FDM12,2922.19384654,OUT018
FDE24,2233.92061495,OUT049
FDW22,3902.49522116,OUT045
DRD01,1330.10071455,OUT027
NCZ18,6149.77193526,OUT027
FDN49,660.989816517,OUT045
FDR22,1930.61139491,OUT035
FDV08,104.187824192,OUT019
FDY39,3308.99307067,OUT046
FDV36,2197.56170558,OUT049
FDO60,775.915659207,OUT045
FDU04,3165.16006849,OUT027
FDR20,1289.56604582,OUT027
FDW19,276.020897576,OUT019
FDU40,3106.5812092,OUT049
FDK15,1565.13841803,OUT045
DRF15,2472.64068325,OUT035
FDQ25,2815.62186051,OUT017
FDI48,155.45799426,OUT019
FDS49,1399.06334555,OUT046
FDV22,2631.52982155,OUT046
NCV42,1675.75640466,OUT046
FDX26,3304.19031268,OUT046
FDI33,1255.31039968,OUT018
FDZ14,2000.12880056,OUT049
FDG10,865.960842157,OUT013
FDM38,731.305973681,OUT018
FDG26,6150.07952929,OUT027
FDH46,1669.02223094,OUT035
FDN13,1425.7826684,OUT018
FDU57,2496.71380645,OUT035
NCI06,2842.50646115,OUT046
FDM38,905.665037038,OUT045
NCG42,279.574637709,OUT010
FDL39,2840.79504609,OUT045
FDT31,489.366226766,OUT019
FDV59,4133.37564564,OUT013
FDB49,1666.93972113,OUT035
FDD58,1590.36218133,OUT049
DRN59,792.785050843,OUT046
FDX48,2605.87536384,OUT049
FDQ11,4041.95260133,OUT049
FDY12,815.012491287,OUT049
FDQ11,4051.61493274,OUT045
DRI11,1922.79590804,OUT017
FDY32,4154.44801198,OUT027
FDS51,944.439037372,OUT045
FDR19,351.617328632,OUT010
DRB13,2826.80035084,OUT018
FDS21,960.44312231,OUT035
FDQ40,2809.16609893,OUT045
NCE55,2638.54353751,OUT013
FDX43,4156.98957657,OUT027
FDS12,2108.29415534,OUT049
DRK01,2611.7636807,OUT027
FDN25,915.403283382,OUT017
FDB60,3299.13944676,OUT046
FDQ13,1300.25482385,OUT017
DRK13,3112.68229235,OUT045
DRF25,531.921423798,OUT018
NCD42,104.187824192,OUT019
FDW25,1412.40212677,OUT045
NCV29,5172.87578425,OUT027
NCK42,3866.61046284,OUT035
DRJ13,4145.61578443,OUT027
DRD15,3697.69136318,OUT017
FDM27,2897.37400805,OUT045
FDZ50,3281.97023189,OUT018
FDC04,3716.21345725,OUT046
FDF50,3313.98300609,OUT049
FDP15,4332.64630932,OUT045
FDK46,4368.89880062,OUT035
FDZ56,2372.70001106,OUT018
FDY60,2296.85292416,OUT049
FDB10,3808.72256257,OUT035
FDR57,2605.67040905,OUT045
FDU58,3312.77440596,OUT049
FDH02,1419.94263225,OUT046
FDP48,3299.29121885,OUT013
FDI46,4325.27808807,OUT035
FDW56,2954.43911679,OUT013
NCM19,276.264081899,OUT010
FDS50,5483.83818913,OUT027
FDK24,576.952244511,OUT013
FDO36,3268.52779633,OUT017
FDK45,3146.39137068,OUT027
NCL05,673.030023107,OUT045
FDL32,1782.63445851,OUT018
FDA28,2004.68854644,OUT049
FDY36,1113.05584198,OUT018
FDP32,1813.47172036,OUT018
FDL50,2003.93564526,OUT046
DRC24,2602.42660856,OUT049
NCS18,1811.24876155,OUT017
FDD16,1116.21484784,OUT017
NCV18,1447.63396376,OUT013
FDX07,3283.078852,OUT046
NCZ05,2619.40156927,OUT027
NCI31,563.04816544,OUT013
FDK14,1243.32319846,OUT049
NCR06,664.027717252,OUT045
NCF54,2803.69364095,OUT049
DRG23,352.600565508,OUT010
FDD53,672.575935804,OUT046
NCM31,3172.47144638,OUT027
FDT16,4073.62152622,OUT017
FDR40,1388.78213246,OUT035
DRG25,3301.89139541,OUT017
FDT10,946.652838543,OUT035
FDY32,2502.29101401,OUT013
FDN50,1336.18932085,OUT035
FDZ35,228.871613786,OUT019
NCP54,1884.9469493,OUT045
NCD07,1548.00755153,OUT035
FDS02,2928.74063056,OUT018
DRN59,729.616455604,OUT018
DRB24,2586.4957495,OUT013
FDP37,3167.7158692,OUT027
DRB01,2935.11281257,OUT018
FDR47,3106.30306596,OUT046
NCM31,280.788925447,OUT010
NCF06,6149.90996653,OUT027
NCV17,3169.82182353,OUT027
FDS10,2661.04404334,OUT049
FDN52,1415.39026603,OUT035
FDZ48,1919.24106666,OUT013
FDJ48,4328.35585603,OUT049
DRB13,5321.95352469,OUT027
FDV59,4168.047717,OUT017
FDL32,1837.6364102,OUT035
FDZ12,2235.3386997,OUT035
NCR06,1267.9086111,OUT027
FDP51,2094.20102341,OUT017
FDY22,2242.58537265,OUT013
FDZ38,2807.22625032,OUT049
NCO54,915.005539634,OUT035
FDR23,2810.73089614,OUT035
FDM38,824.690114481,OUT049
FDS25,1888.92513174,OUT013
FDZ22,1446.53053602,OUT013
FDZ20,580.935641004,OUT019
FDD45,222.571945531,OUT010
FDN03,4028.28743544,OUT049
NCW30,4061.27685037,OUT046
FDY24,1345.90661445,OUT027
FDJ26,580.577794596,OUT019
FDM15,2343.77902351,OUT049
NCW54,1346.01822968,OUT027
FDA23,1587.75118118,OUT045
FDA39,104.187824192,OUT019
FDZ12,2481.78233655,OUT017
NCB42,1944.19330446,OUT046
FDL16,795.691624097,OUT046
FDO24,357.633815465,OUT019
NCP42,2851.62545145,OUT046
FDR19,2292.399027,OUT018
DRL01,3757.36428788,OUT045
FDV37,3133.71464975,OUT046
FDI41,352.586894895,OUT010
FDF58,864.683027958,OUT049
NCF43,1829.99520453,OUT018
FDN02,3437.88411059,OUT049
NCP41,1673.30237005,OUT035
NCY17,1288.1890204,OUT027
FDL58,6149.77193526,OUT027
NCA30,5281.31518284,OUT027
FDE46,2290.92468612,OUT018
FDY38,3756.24744154,OUT035
NCH29,2612.57331349,OUT027
FDO20,4032.01452273,OUT045
FDP44,1447.51396552,OUT018
FDM02,2568.8155638,OUT027
FDJ14,2381.78538626,OUT027
FDH04,217.226798539,OUT010
DRK23,4325.25157613,OUT046
NCW05,1810.84993303,OUT046
FDF12,2336.01731724,OUT049
FDL51,580.796917086,OUT019
FDN03,3459.16517665,OUT018
DRJ37,2337.76151508,OUT049
FDM12,486.199941957,OUT019
FDA16,3913.98647115,OUT045
NCB07,3097.93134012,OUT017
NCI17,225.29858902,OUT019
FDR51,2494.19493821,OUT046
FDJ55,3906.30343252,OUT045
NCZ17,567.033670101,OUT013
FDU25,883.397698258,OUT013
NCG18,1671.53283348,OUT045
DRM11,4349.8403244,OUT017
FDH16,1439.70550291,OUT035
FDZ04,858.649400998,OUT018
NCX53,2252.37596891,OUT035
FDX38,1289.56838288,OUT027
FDX09,2812.84681345,OUT046
NCW05,1448.23879336,OUT018
NCS41,3301.29354753,OUT017
FDI26,2816.52027242,OUT046
NCZ41,3167.7158692,OUT027
NCK06,2195.13821546,OUT046
FDX23,2612.57331349,OUT027
NCA42,2614.57169301,OUT046
FDC20,823.428298839,OUT049
DRC49,2267.95577431,OUT018
FDX01,1937.91971591,OUT013
FDC08,3762.29408023,OUT045
FDC02,4361.02012007,OUT017
FDK10,3174.58728688,OUT045
DRC24,2592.57483461,OUT013
FDW16,224.091340576,OUT019
NCU06,3377.0360994,OUT018
DRA59,3304.06927682,OUT045
FDR24,223.214398424,OUT019
DRL35,540.527106636,OUT018
FDA49,1446.53705889,OUT013
NCC55,598.238686799,OUT046
DRD24,286.586621984,OUT019
NCE55,2652.88448053,OUT049
FDT33,2432.03537853,OUT045
NCT53,2352.62285555,OUT013
FDS26,4333.76065405,OUT046
FDL22,1264.28663915,OUT018
FDP44,1809.42656224,OUT017
FDC52,2285.1678873,OUT018
FDI53,356.90100873,OUT010
FDZ23,2978.16517267,OUT046
NCT18,3296.92221678,OUT013
FDR13,1934.31632396,OUT046
FDB09,278.452743133,OUT010
FDZ60,1650.39561713,OUT013
FDB11,4164.10320031,OUT046
FDC10,1804.68333296,OUT018
FDW56,3306.57905525,OUT035
FDK14,2468.80394404,OUT027
DRE27,2612.51730138,OUT027
FDA38,3721.239104,OUT017
FDT11,3298.93206386,OUT045
FDP15,4333.61757035,OUT035
FDV27,1432.06648818,OUT035
FDS36,2630.88646838,OUT027
FDY40,1289.51312398,OUT027
NCF19,735.31981925,OUT049
FDF53,3284.82460014,OUT045
FDS14,4125.12742233,OUT027
FDE56,1111.52223274,OUT046
FDZ19,2818.57674445,OUT035
FDZ46,1678.23312195,OUT013
FDR16,3513.00715912,OUT046
FDG29,539.367298897,OUT018
NCE30,3721.03207474,OUT017
FDZ40,929.676991673,OUT046
FDG58,2286.06736722,OUT018
DRH03,1551.96166201,OUT013
FDZ47,1493.81330631,OUT045
FDV04,2296.48074373,OUT018
FDZ10,1816.00389666,OUT018
FDG46,1920.30586216,OUT017
NCF07,1649.16240436,OUT045
FDY44,3117.72634124,OUT035
FDB21,3564.08156351,OUT013
FDS20,3308.9466551,OUT035
FDS49,1229.03778198,OUT049
FDX55,5483.83818913,OUT027
NCQ02,2825.01300389,OUT018
FDR25,4038.85801287,OUT013
DRG39,914.698654174,OUT045
FDB46,3498.75809368,OUT046
NCC30,2808.94492617,OUT018
FDE58,1988.08925715,OUT035
FDC05,577.168162105,OUT019
FDY15,2487.14171562,OUT046
FDG14,2341.92764908,OUT046
FDL08,4208.44660307,OUT049
FDQ47,562.780273575,OUT013
FDN12,1669.92618956,OUT035
FDW10,2637.87721098,OUT013
FDD02,1922.42305857,OUT035
FDX35,581.058685901,OUT010
FDT35,2541.60526928,OUT046
DRN47,431.574211227,OUT019
FDB11,581.208059903,OUT010
FDN20,2540.361953,OUT045
FDB59,2849.92099807,OUT035
FDJ58,2806.48796144,OUT045
FDU60,2541.28127362,OUT046
FDS03,1093.14691184,OUT049
FDU40,490.219218608,OUT019
DRH15,792.371266258,OUT049
FDD04,4081.21019546,OUT027
FDQ01,4011.7171126,OUT046
FDF28,1996.19539431,OUT035
FDD22,276.891245984,OUT010
FDY19,1936.08171101,OUT046
FDN33,1442.21807513,OUT035
FDV36,2187.68728422,OUT035
FDW01,353.699362615,OUT010
FDJ28,2991.27029746,OUT049
FDB17,2840.18953555,OUT035
FDM40,2242.56802099,OUT049
FDV46,1904.15947124,OUT045
FDQ44,2179.50849986,OUT049
NCD42,598.204126084,OUT046
DRH37,2630.60537961,OUT046
FDR10,2326.89996039,OUT018
NCD06,1288.61220386,OUT027
FDI53,2515.5861949,OUT046
FDG16,3707.67211683,OUT035
DRB25,1650.13463488,OUT046
FDY09,2813.95110409,OUT046
FDX48,2610.4956305,OUT045
FDC03,491.216999418,OUT010
FDT47,1637.79257925,OUT035
FDW44,4160.23432693,OUT027
FDT24,1125.11304171,OUT017
FDT12,580.999372268,OUT019
NCS38,1915.0510114,OUT035
FDO39,3310.96015613,OUT035
FDA13,667.916651979,OUT046
FDO48,3897.84531912,OUT035
DRJ01,2505.96624555,OUT017
FDD53,536.825797492,OUT018
NCT05,4039.32722194,OUT049
FDQ51,785.279414076,OUT045
FDU60,2514.14204312,OUT013
FDC59,983.802146132,OUT046
FDP36,737.303249177,OUT035
NCM19,1547.88299756,OUT017
FDL16,670.143527215,OUT035
FDE50,2804.65182791,OUT018
NCR18,577.113088095,OUT013
NCD30,1641.72469709,OUT035
FDH31,1507.50275286,OUT013
FDD56,424.1318764,OUT019
FDC47,3531.50417344,OUT049
FDZ21,1627.70500533,OUT045
FDM01,1515.1658196,OUT049
FDF24,1323.3455745,OUT013
FDW23,655.413581105,OUT017
FDY52,857.746045101,OUT018
DRH37,4154.44801198,OUT027
DRO47,3146.33535857,OUT027
FDR25,4036.13052492,OUT049
FDQ24,6149.94149802,OUT027
DRJ51,3388.24339356,OUT018
NCU06,3759.81352594,OUT035
NCV18,1244.60982352,OUT018
NCC06,3168.14217196,OUT027
FDZ01,1447.94060781,OUT018
FDT14,2096.95964994,OUT017
FDD11,580.391340728,OUT019
FDN09,3961.1748484,OUT017
NCO18,426.638063335,OUT010
FDZ50,3303.32582381,OUT045
FDS44,3563.03867252,OUT013
FDI36,3111.73752785,OUT045
FDA26,581.119476392,OUT010
NCY53,1899.30322098,OUT049
FDF32,3134.2963008,OUT049
FDF59,279.475167319,OUT010
FDB20,1148.65272379,OUT046
DRH11,916.263956157,OUT035
FDT03,2841.7255076,OUT049
NCH06,3780.26458782,OUT035
FDR55,2999.44967342,OUT049
FDI10,3150.28102143,OUT035
FDZ12,1897.08620319,OUT045
FDM12,2988.31418043,OUT049
DRB25,1650.13475085,OUT045
NCS41,3297.23202945,OUT013
NCT53,2363.29799603,OUT049
NCD55,567.866329144,OUT013
FDY08,2242.12715316,OUT049
NCP55,824.417607428,OUT049
FDA33,2323.98584834,OUT013
FDQ33,2874.22522039,OUT013
FDE45,5173.04534701,OUT027
FDT26,1994.00980272,OUT013
NCV53,3947.81893159,OUT049
FDK60,2612.51730138,OUT027
NCJ29,1305.90315359,OUT046
FDI15,4331.18461837,OUT045
FDX21,1672.63587513,OUT013
FDV49,580.372136767,OUT019
DRO59,1413.33596094,OUT046
FDZ14,1878.8194821,OUT045
FDP32,3167.7158692,OUT027
FDC33,3302.00551745,OUT017
FDT14,277.92639744,OUT010
NCN54,2365.18086637,OUT027
FDR57,4117.16772594,OUT027
DRK12,598.204126084,OUT046
FDX52,3121.98454946,OUT049
FDX08,426.626944828,OUT010
FDP10,226.136680624,OUT010
NCP50,1281.06826498,OUT045
NCL06,4064.93046931,OUT013
FDP25,3630.53027732,OUT013
FDE53,1594.13892358,OUT013
FDL27,1097.62001617,OUT017
FDC35,3473.97983026,OUT049
DRJ47,423.236535044,OUT010
FDD16,1134.27255955,OUT018
NCN42,2470.42748406,OUT049
FDC38,3170.89200543,OUT027
NCO07,3644.40948276,OUT045
FDQ20,665.771749528,OUT049
FDI32,1926.19183855,OUT046
FDN20,413.869962051,OUT010
DRJ51,6149.94149802,OUT027
FDU08,1564.88670483,OUT045
DRN37,413.669188133,OUT019
FDD05,277.928925776,OUT010
FDW15,2603.50886389,OUT046
FDI52,2111.91897869,OUT046
DRM11,4350.59198674,OUT049
NCO06,589.702298063,OUT045
FDU38,3312.6901193,OUT049
FDU59,2301.79514154,OUT018
FDJ10,2116.70402467,OUT046
FDM13,2006.55748981,OUT049
NCJ30,413.778920233,OUT019
FDM45,1809.48073081,OUT018
FDP36,728.951658173,OUT045
NCD30,222.998519126,OUT010
FDN48,1462.54893478,OUT017
FDY32,2510.77736342,OUT049
FDU47,2246.65759823,OUT046
FDF17,575.274707265,OUT019
FDP34,2898.54568287,OUT017
FDA47,2520.00598963,OUT049
DRD27,2614.73003859,OUT027
FDW38,915.642902038,OUT045
FDZ15,280.573551943,OUT019
FDZ03,5280.01823932,OUT027
NCN19,2859.60680808,OUT049
FDG02,2852.89936987,OUT035
FDS31,3303.94040591,OUT035
FDW43,581.404813601,OUT019
FDZ47,225.953530329,OUT010
FDO57,2485.82780003,OUT017
NCL07,567.271062154,OUT013
NCV42,1697.97066631,OUT013
FDP40,1893.7738545,OUT017
FDP48,481.242080945,OUT019
FDH21,2361.97692882,OUT017
NCP02,842.968249763,OUT049
FDK24,792.371266258,OUT049
FDC41,1118.07332467,OUT045
FDF08,1305.55389267,OUT017
FDO49,736.131131635,OUT017
FDS56,6149.90996653,OUT027
FDX46,854.305738817,OUT018
FDQ07,3491.65944311,OUT013
FDC32,221.564377728,OUT010
FDT21,580.372136767,OUT019
FDG58,2349.02173238,OUT045
FDW14,1248.73313386,OUT049
DRA12,3172.52745848,OUT027
FDV27,1447.01451329,OUT013
DRD25,1887.76146323,OUT013
DRF48,5279.06987062,OUT027
FDX24,1441.08543082,OUT017
DRJ51,3549.57966727,OUT046
FDE45,3182.98747358,OUT045
FDE14,1666.9245267,OUT046
FDG53,1888.37212126,OUT045
FDT08,2600.70698677,OUT046
DRC27,6150.07952929,OUT027
FDG20,2816.23732527,OUT035
FDC21,1812.41656955,OUT046
FDV31,2625.05318583,OUT018
FDB58,1909.42219181,OUT045
FDV23,2110.82149322,OUT046
FDA25,228.395402906,OUT019
FDC15,2620.72494917,OUT046
FDU47,2118.4776885,OUT049
FDE23,806.914008004,OUT013
FDS08,2809.96820542,OUT013
FDW03,2619.45758137,OUT027
FDJ60,2318.65154953,OUT018
FDM34,1996.54897668,OUT017
FDW33,1594.2887447,OUT013
FDZ40,864.276387443,OUT013
FDE33,1409.4641397,OUT018
NCC06,279.128622904,OUT010
FDU11,2097.50622481,OUT046
FDL44,2500.36053985,OUT017
NCZ29,1993.82943058,OUT017
FDG28,581.04979176,OUT010
FDL12,843.75549487,OUT018
FDD52,1812.68301205,OUT017
FDO15,1144.82785691,OUT013
NCN29,1289.40745251,OUT027
FDW36,1649.32708101,OUT013
FDB21,3574.35099296,OUT046
FDZ28,2000.51420295,OUT013
FDY10,1919.21416674,OUT035
DRG39,905.501744597,OUT017
FDN28,1670.39798432,OUT013
FDV15,1595.29824507,OUT035
DRI13,3873.27327412,OUT035
FDH20,1637.45929004,OUT046
FDY51,3499.63363052,OUT013
FDE16,3597.87696219,OUT013
FDX40,531.688092647,OUT018
FDC48,1231.33440783,OUT018
FDS14,2340.66905403,OUT046
FDX56,3727.5936815,OUT017
FDI10,3145.2472829,OUT046
FDI14,2239.89730226,OUT013
DRM48,563.04816544,OUT013
NCH07,4145.90563837,OUT027
FDY26,3619.85033136,OUT013
FDD02,3149.27641585,OUT027
FDM12,2983.67586652,OUT046
DRF01,353.339956036,OUT010
FDV36,2199.14721949,OUT046
DRI59,4163.60762194,OUT013
FDV03,2295.60495258,OUT018
FDO39,3310.14108502,OUT017
NCB07,2906.62759131,OUT018
FDH38,3148.30719744,OUT027
FDZ13,727.711868371,OUT035
NCZ30,2194.70044757,OUT046
NCA06,587.164275006,OUT035
FDB04,1428.70488152,OUT049
FDN50,1338.11896102,OUT013
NCG06,4039.97994191,OUT049
NCY17,555.473745143,OUT018
FDC23,3158.67513094,OUT046
FDK33,3628.25036776,OUT049
FDR03,3855.04366776,OUT049
FDZ07,1089.34240837,OUT045
FDO38,1313.63490676,OUT013
FDS59,1811.87426705,OUT046
DRM11,580.415431298,OUT019
FDX52,5449.12470516,OUT027
DRJ35,840.525466974,OUT018
NCP53,3930.84002235,OUT046
FDW15,353.150196496,OUT019
DRI47,2594.8218543,OUT045
DRZ11,2097.28548826,OUT035
FDS02,2946.53731927,OUT013
DRD49,3403.59791214,OUT018
FDW38,811.666449415,OUT049
FDR21,426.329854952,OUT019
FDE40,1140.88543832,OUT013
FDI02,1834.88119662,OUT045
FDQ04,660.07356866,OUT045
FDY14,4350.44025248,OUT017
NCT54,1485.23183756,OUT046
DRD25,1678.75071805,OUT017
DRE01,3778.79298669,OUT045
FDJ12,579.192546797,OUT010
NCZ05,1807.97774998,OUT049
DRB25,274.519047782,OUT019
NCC31,2620.73448634,OUT045
FDM16,1123.79761718,OUT045
DRG11,1515.38082048,OUT049
FDV24,4100.27020267,OUT027
FDV43,680.948319926,OUT046
FDG05,2284.999923,OUT018
FDV23,278.22417446,OUT010
FDI58,1272.54268405,OUT018
FDQ11,4057.15243912,OUT017
FDC05,5477.73947503,OUT027
FDF40,3714.88180383,OUT013
FDU02,3375.85916711,OUT018
FDT32,2933.20906972,OUT013
NCF06,4071.06430145,OUT017
FDT46,753.07929026,OUT013
FDR58,221.253869017,OUT010
FDY04,2632.47876276,OUT046
FDT58,2402.33886518,OUT045
FDE46,2468.4839031,OUT049
DRH11,916.152423949,OUT017
DRI51,2639.763602,OUT046
FDC35,3641.4165914,OUT017
FDP45,4044.65974458,OUT035
FDC45,2965.22717808,OUT017
FDU01,2831.90787545,OUT045
FDJ53,277.921137644,OUT010
FDJ46,2643.63353619,OUT017
FDX07,3275.67648412,OUT013
NCI30,3714.43814356,OUT049
FDE47,3166.18784654,OUT027
FDV48,1389.44779435,OUT045
FDN16,228.409334998,OUT019
FDM52,2590.75252114,OUT013
FDA32,5483.83818913,OUT027
FDH05,3758.29577096,OUT017
FDW25,214.523532112,OUT010
FDQ09,1925.13530993,OUT046
NCM17,104.187824192,OUT010
DRM59,2595.4888053,OUT046
FDV47,2468.01104154,OUT027
DRE15,1107.68305028,OUT035
FDS25,272.213349868,OUT010
NCZ05,1447.9651367,OUT018
NCV05,354.738212459,OUT019
DRM37,3122.33899806,OUT046
FDV58,5449.15623664,OUT027
FDN22,6149.77193526,OUT027
NCO06,595.915875132,OUT049
FDT56,155.633444426,OUT019
FDM02,1324.83686584,OUT013
FDA09,3283.46374408,OUT046
NCC06,2186.5063926,OUT035
NCL54,2648.75832881,OUT049
NCB55,924.347055544,OUT017
FDB12,1809.63956708,OUT017
NCA54,2836.82478445,OUT049
NCS38,1926.41957415,OUT049
FDC02,4356.29822728,OUT049
FDK44,422.667560209,OUT019
FDE16,3626.25468858,OUT035
NCS05,2192.90453126,OUT035
FDZ59,2556.6192773,OUT045
FDI20,3649.49186962,OUT017
FDQ14,2337.648584,OUT046
FDF53,3273.42188883,OUT017
FDW25,1412.51428283,OUT017
NCQ43,272.618971847,OUT010
FDX52,2949.05424321,OUT013
FDE28,3773.23974352,OUT045
FDN15,2194.13102881,OUT017
FDO28,1978.36615264,OUT017
FDQ33,2891.0967401,OUT045
FDM22,155.45799426,OUT010
FDJ03,726.372718799,OUT017
FDI16,914.823927707,OUT045
FDI09,6149.77193526,OUT027
FDX55,4121.66242502,OUT013
FDS23,3168.08615986,OUT027
DRC12,2968.59299442,OUT045
FDH41,3496.80693111,OUT049
FDN01,2638.87105121,OUT013
FDV55,2879.77839419,OUT045
NCJ19,866.793115412,OUT013
NCY29,155.479077762,OUT010
FDP03,1809.64523611,OUT018
FDZ52,1672.49429157,OUT045
FDH31,225.67718239,OUT010
FDQ19,3437.23185498,OUT018
FDS15,1809.95769315,OUT035
FDN32,2849.12506135,OUT017
FDH32,1566.11640025,OUT049
FDF33,1521.00545732,OUT017
FDJ22,2969.69350054,OUT046
FDG56,155.740400765,OUT010
FDC05,3119.17546266,OUT046
FDK09,3516.10237929,OUT013
NCV29,3155.69455995,OUT045
NCC43,580.884603896,OUT019
NCA42,2609.0930036,OUT049
FDC10,1932.38430559,OUT046
FDC16,1324.34885094,OUT013
NCL17,2233.14720194,OUT013
FDA51,1915.4028454,OUT035
FDW01,2598.6282624,OUT017
NCF30,1882.17413806,OUT045
FDN49,569.493951033,OUT013
FDY20,1314.57676956,OUT045
FDC15,2609.79572305,OUT045
FDY24,931.083742073,OUT046
NCG43,1765.18862572,OUT017
FDA48,3509.49503766,OUT013
NCF55,586.016044539,OUT017
FDL38,1433.95992612,OUT049
NCQ29,3466.51430374,OUT018
FDC34,2617.4927884,OUT017
FDP36,1301.08685264,OUT027
FDN50,221.872633985,OUT010
FDO23,1548.38391018,OUT049
FDT56,866.61735063,OUT013
FDT13,5281.4847456,OUT027
FDZ03,2953.23720322,OUT013
FDQ03,581.498527624,OUT010
FDU44,2632.00457933,OUT045
FDD03,3537.75786469,OUT049
